Time,Kappa_L1,Alpha_L1,Gamma_L1,Fx_L1,Fy_L1,Fz_L1,Mx_L1,Mz_L1
        0.221, 0.0365614928305, -0.118022806942, 1.07572746277, 36.7225952148, -3.91457748413, 68.4580307007, -0.40074467659, 0.206065684557
        0.222,             0,             0, 1.07984852791,             0,             0,             0,             0,             0
        0.223,             0,             0,  1.0844244957,             0,             0,             0,             0,             0
        0.224,             0,             0, 1.08630657196,             0,             0,             0,             0,             0
        0.225,             0,             0, 1.08559286594,             0,             0,             0,             0,             0
        0.226,             0,             0, 1.08264958858,             0,             0,             0,             0,             0
        0.227,             0,             0, 1.07774627209,             0,             0,             0,             0,             0
        0.228,             0,             0, 1.07104194164,             0,             0,             0,             0,             0
        0.229,             0,             0, 1.06264328957,             0,             0,             0,             0,             0
         0.23,             0,             0, 1.05263268948,             0,             0,             0,             0,             0
        0.231,             0,             0, 1.04108047485,             0,             0,             0,             0,             0
        0.232,             0,             0, 1.08334517479,             0,             0,             0,             0,             0
        0.233,             0,             0, 1.06807041168,             0,             0,             0,             0,             0
        0.234,             0,             0, 1.05138039589,             0,             0,             0,             0,             0
        0.235,             0,             0, 1.03335654736,             0,             0,             0,             0,             0
        0.236,             0,             0, 1.01408100128,             0,             0,             0,             0,             0
        0.237,             0,             0, 0.993636250496,             0,             0,             0,             0,             0
        0.238,             0,             0, 0.972102820873,             0,             0,             0,             0,             0
        0.239,             0,             0, 0.949559211731,             0,             0,             0,             0,             0
         0.24,             0,             0, 0.926080942154,             0,             0,             0,             0,             0
        0.241,             0,             0, 0.901740670204,             0,             0,             0,             0,             0
        0.242,             0,             0, 0.876607477665,             0,             0,             0,             0,             0
        0.243,             0,             0, 0.850746929646,             0,             0,             0,             0,             0
        0.244,             0,             0, 0.824221253395,             0,             0,             0,             0,             0
        0.245,             0,             0, 0.797089576721,             0,             0,             0,             0,             0
        0.246,             0,             0, 0.769408166409,             0,             0,             0,             0,             0
        0.247,             0,             0, 0.741230845451,             0,             0,             0,             0,             0
