Time,Kappa_L1,Alpha_L1,Gamma_L1,Fx_L1,Fy_L1,Fz_L1,Mx_L1,My_L1,Mz_L1
       27.075,             0, 0.829999983311,             0, -5.80907821655, -754.686828613,          6000, -9.40668201447, -15.1448736191, 37.1616668701
         27.1,             0, 0.839999973774,             0, -5.8067150116, -764.649780273,          6000, -9.31988334656, -15.1448659897, 37.6004333496
       27.125,             0, 0.850000023842,             0, -5.80432462692, -774.612487793,          6000,  -9.233086586, -15.1448574066, 38.0382156372
        27.15,             0, 0.860000014305,             0, -5.80190610886, -784.574890137,          6000, -9.14629268646, -15.1448488235, 38.4749984741
       27.175,             0, 0.870000004768,             0, -5.7994594574, -794.536865234,          6000, -9.05950260162, -15.1448411942,  38.910774231
         27.2,             0, 0.879999995232,             0, -5.79698562622, -804.498413086,          6000, -8.97271537781, -15.1448326111, 39.3455314636
       27.225,             0, 0.889999985695,             0, -5.79448366165, -814.459472656,          6000, -8.88593292236, -15.144824028, 39.7792510986
        27.25,             0, 0.899999976158,             0, -5.79195404053, -824.41998291,          6000, -8.79915428162, -15.1448154449, 40.2119293213
       27.275,             0, 0.910000026226,             0, -5.78939676285, -834.379943848,          6000, -8.71238136292, -15.1448059082, 40.6435508728
         27.3,             0, 0.920000016689,             0, -5.78681182861, -844.339233398,          6000, -8.62561321259, -15.1447973251, 41.0741043091
       27.325,             0, 0.930000007153,             0, -5.78419923782, -854.297912598,          6000, -8.5388507843, -15.1447887421,  41.503578186
        27.35,             0, 0.939999997616,             0, -5.78155899048, -864.25579834,          6000, -8.45209407806, -15.1447792053, 41.9319610596
       27.375,             0, 0.949999988079,             0, -5.77889108658, -874.212890625,          6000, -8.36534500122, -15.1447706223, 42.3592376709
         27.4,             0, 0.959999978542,             0, -5.77619552612, -884.169189453,          6000, -8.2786026001, -15.1447610855, 42.7854042053
       27.425,             0, 0.97000002861,             0, -5.77347230911, -894.124572754,          6000, -8.19186687469, -15.1447515488, 43.2104415894
        27.45,             0, 0.980000019073,             0, -5.77072191238, -904.079040527,          6000, -8.10514068604, -15.144742012, 43.6343421936
       27.475,             0, 0.990000009537,             0, -5.7679438591, -914.032531738,          6000, -8.0184211731, -15.1447324753, 44.0570907593
         27.5,             0,             1,             0, -5.7651386261, -923.984924316,          6000, -7.93171167374, -15.1447229385,  44.478679657
       27.525,             0, 1.00999999046,             0, -5.76230573654, -933.936279297,          6000, -7.84501123428, -15.1447134018, 44.8990974426
        27.55,             0, 1.01999998093,             0, -5.75944519043, -943.886535645,          6000, -7.75832033157, -15.1447038651, 45.3183288574
       27.575,             0, 1.02999997139,             0, -5.7565574646, -953.835510254,          6000, -7.67163991928, -15.1446933746,  45.736366272
         27.6,             0, 1.03999996185,             0, -5.75364255905, -963.783325195,          6000, -7.58496952057, -15.1446838379, 46.1531944275
       27.625,             0, 1.04999995232,             0, -5.75069999695, -973.729797363,          6000, -7.49831056595, -15.1446733475, 46.5688056946
        27.65,             0, 1.05999994278,             0, -5.74773073196, -983.674926758,          6000, -7.41166305542, -15.1446638107, 46.9831886292
       27.675,             0, 1.07000005245,             0, -5.74473381042, -993.618652344,          6000, -7.32502794266, -15.1446533203, 47.3963279724
         27.7,             0, 1.08000004292,             0, -5.74170970917, -1003.56097412,          6000, -7.23840475082, -15.1446428299,  47.808216095
       27.725,             0, 1.09000003338,             0, -5.73865842819, -1013.50170898,          6000, -7.15179443359, -15.1446323395, 48.2188415527
        27.75,             0, 1.10000002384,             0, -5.7355799675, -1023.44091797,          6000, -7.06519794464, -15.1446218491, 48.6281890869
       27.775,             0, 1.11000001431,             0, -5.73247480392, -1033.37854004,          6000, -6.97861480713, -15.144610405, 49.0362510681
         27.8,             0, 1.12000000477,             0, -5.72934246063, -1043.31445312,          6000, -6.89204645157, -15.1445999146, 49.4430160522
       27.825,             0, 1.12999999523,             0, -5.72618293762, -1053.24865723,          6000, -6.80549240112, -15.1445894241, 49.8484725952
        27.85,             0, 1.13999998569,             0, -5.72299623489, -1063.18115234,          6000, -6.71895360947,  -15.14457798, 50.2526092529
       27.875,             0, 1.14999997616,             0, -5.71978282928, -1073.11169434,          6000, -6.63243103027, -15.1445674896, 50.6554145813
         27.9,             0, 1.15999996662,             0, -5.71654272079, -1083.04052734,          6000, -6.54592418671, -15.1445560455, 51.0568809509
       27.925,             0, 1.16999995708,             0, -5.71327543259, -1092.96728516,          6000, -6.45943403244, -15.1445446014,  51.456993103
        27.95,             0, 1.17999994755,             0, -5.7099814415, -1102.89208984,          6000, -6.37296104431, -15.1445331573, 51.8557395935
       27.975,             0, 1.19000005722,             0, -5.70666074753, -1112.81481934,          6000, -6.28650569916, -15.1445217133,  52.253112793
           28,             0, 1.20000004768,             0, -5.70331335068, -1122.73547363,          6000, -6.20006847382, -15.1445102692, 52.6491012573
       28.025,             0, 1.21000003815,             0, -5.69993925095, -1132.65393066,          6000, -6.11364984512, -15.1444988251, 53.0436897278
        28.05,             0, 1.22000002861,             0, -5.69653844833, -1142.57019043,          6000, -6.02725028992, -15.1444864273, 53.4368743896
       28.075,             0, 1.23000001907,             0, -5.69311094284, -1152.48413086,          6000, -5.94087028503, -15.1444749832, 53.8286399841
         28.1,             0, 1.24000000954,             0, -5.6896572113, -1162.39587402,          6000, -5.85450983047, -15.1444625854, 54.2189750671
       28.125,             0,          1.25,             0, -5.68617677689, -1172.30505371,          6000, -5.76817035675, -15.1444511414, 54.6078720093
        28.15,             0, 1.25999999046,             0, -5.68267011642, -1182.21191406,          6000, -5.6818523407, -15.1444387436, 54.9953193665
       28.175,             0, 1.26999998093,             0, -5.67913675308, -1192.11633301,          6000, -5.59555530548, -15.1444263458, 55.3813056946
         28.2,             0, 1.27999997139,             0, -5.67557764053, -1202.01806641,          6000, -5.50928020477, -15.1444139481, 55.7658233643
       28.225,             0, 1.28999996185,             0, -5.6719918251, -1211.91723633,          6000, -5.42302799225, -15.1444015503, 56.1488571167
        28.25,             0, 1.29999995232,             0, -5.66837978363, -1221.8137207,          6000, -5.33679866791, -15.1443891525, 56.5303955078
       28.275,             0, 1.30999994278,             0, -5.66474151611, -1231.70739746,          6000, -5.25059270859, -15.1443767548, 56.9104347229
         28.3,             0, 1.32000005245,             0, -5.66107702255, -1241.59838867,          6000, -5.16441106796, -15.1443634033, 57.2889595032
       28.325,             0, 1.33000004292,             0, -5.65738677979, -1251.48657227,          6000, -5.07825374603, -15.1443510056, 57.6659622192
        28.35,             0, 1.34000003338,             0, -5.65367031097, -1261.3717041,          6000, -4.99212121964, -15.1443376541,  58.041431427
       28.375,             0, 1.35000002384,             0, -5.64992761612, -1271.25402832,          6000, -4.90601491928, -15.1443243027, 58.4153556824
         28.4,             0, 1.36000001431,             0, -5.6461596489, -1281.13317871,          6000, -4.8199338913, -15.1443119049,  58.787727356
       28.425,             0, 1.37000000477,             0, -5.64236545563, -1291.00939941,          6000, -4.73388004303, -15.1442985535,  59.158531189
        28.45,             0, 1.37999999523,             0, -5.63854503632, -1300.88232422,          6000, -4.64785337448, -15.144285202, 59.5277633667
       28.475,             0, 1.38999998569,             0, -5.63469934464, -1310.75219727,          6000, -4.56185388565, -15.1442718506, 59.8954124451
         28.5,             0, 1.39999997616,             0, -5.63082838058, -1320.61865234,          6000, -4.47588300705, -15.1442584991,   60.26146698
       28.525,             0, 1.40999996662,             0, -5.62693119049, -1330.48193359,          6000, -4.38994026184, -15.144244194, 60.6259155273
