Time,Kappa_L1,Alpha_L1,Gamma_L1,Fx_L1,Fy_L1,Fz_L1,Mx_L1,My_L1,Mz_L1
        1.175,             0,             0, -4.53000020981, 19.4922409058, 347.327087402,          4000, 94.3055877686, -10.5153274536, 14.5860834122
          1.2,             0,             0, -4.51999998093, 19.4922027588, 346.713195801,          4000, 94.0730361938, -10.5153312683, 14.5545148849
        1.225,             0,             0, -4.51000022888, 19.4921646118, 346.099304199,          4000, 93.8404769897, -10.5153341293, 14.5229454041
         1.25,             0,             0,          -4.5, 19.4921245575, 345.485412598,          4000, 93.6079177856, -10.5153369904, 14.4913730621
        1.275,             0,             0, -4.48999977112, 19.4920864105, 344.871490479,          4000, 93.3753585815, -10.5153398514, 14.4597997665
          1.3,             0,             0, -4.48000001907, 19.4920482635, 344.257598877,          4000, 93.1427993774, -10.5153427124, 14.4282245636
        1.325,             0,             0, -4.46999979019, 19.4920101166, 343.643707275,          4000, 92.9102401733, -10.5153455734, 14.3966474533
         1.35,             0,             0, -4.46000003815,  19.491973877, 343.029785156,          4000, 92.6776885986, -10.5153484344, 14.3650684357
        1.375,             0,             0, -4.44999980927,   19.49193573, 342.415893555,          4000, 92.4451293945, -10.5153512955, 14.3334875107
          1.4,             0,             0, -4.44000005722,  19.491897583, 341.801971436,          4000, 92.2125701904, -10.5153551102,  14.301905632
        1.425,             0,             0, -4.42999982834,  19.491859436, 341.188079834,          4000, 91.9800109863, -10.5153579712, 14.2703208923
         1.45,             0,             0, -4.42000007629, 19.4918231964, 340.574157715,          4000, 91.7474517822, -10.5153608322,  14.238735199
        1.475,             0,             0, -4.40999984741, 19.4917850494, 339.960266113,          4000, 91.5148849487, -10.5153636932, 14.2071475983
          1.5,             0,             0, -4.40000009537, 19.4917488098, 339.346343994,          4000, 91.2823257446, -10.5153665543, 14.1755580902
        1.525,             0,             0, -4.38999986649, 19.4917106628, 338.732421875,          4000, 91.0497665405, -10.5153694153, 14.1439666748
         1.55,             0,             0, -4.38000011444, 19.4916744232, 338.118530273,          4000, 90.8172073364, -10.5153722763, 14.1123743057
        1.575,             0,             0, -4.36999988556, 19.4916381836, 337.504608154,          4000, 90.5846481323, -10.5153751373, 14.0807800293
          1.6,             0,             0, -4.36000013351, 19.4916000366, 336.890686035,          4000, 90.3520889282, -10.5153779984, 14.0491828918
        1.625,             0,             0, -4.34999990463,  19.491563797, 336.276763916,          4000, 90.1195220947, -10.5153808594, 14.0175857544
         1.65,             0,             0, -4.34000015259, 19.4915275574, 335.662872314,          4000, 89.8869628906, -10.5153837204, 13.9859857559
        1.675,             0,             0, -4.32999992371, 19.4914913177, 335.048950195,          4000, 89.6544036865, -10.5153865814, 13.9543838501
          1.7,             0,             0, -4.32000017166, 19.4914550781, 334.435028076,          4000,  89.421836853, -10.5153894424, 13.9227809906
        1.725,             0,             0, -4.30999994278, 19.4914207458, 333.821105957,          4000, 89.1892776489, -10.5153923035, 13.8911762238
         1.75,             0,             0, -4.30000019073, 19.4913845062, 333.207183838,          4000, 88.9567108154, -10.5153951645, 13.8595695496
        1.775,             0,             0, -4.28999996185, 19.4913482666, 332.593261719,          4000, 88.7241516113, -10.5153970718, 13.8279619217
          1.8,             0,             0, -4.28000020981,  19.491312027,   331.9793396,          4000, 88.4915924072, -10.5153999329, 13.7963514328
        1.825,             0,             0, -4.26999998093, 19.4912776947,  331.36541748,          4000, 88.2590255737, -10.5154027939, 13.7647399902
         1.85,             0,             0, -4.26000022888, 19.4912414551, 330.751464844,          4000, 88.0264663696, -10.5154056549,  13.733127594
        1.875,             0,             0,         -4.25, 19.4912071228, 330.137542725,          4000, 87.7938995361, -10.5154085159, 13.7015123367
          1.9,             0,             0, -4.23999977112, 19.4911708832, 329.523620605,          4000, 87.5613327026, -10.515411377, 13.6698961258
        1.925,             0,             0, -4.23000001907, 19.4911365509, 328.909698486,          4000, 87.3287734985, -10.515414238, 13.6382780075
         1.95,             0,             0, -4.21999979019, 19.4911022186,  328.29574585,          4000,  87.096206665, -10.515417099, 13.6066579819
