Time,Kappa_L1,Alpha_L1,Gamma_L1,Fx_L1,Fy_L1,Fz_L1,Mx_L1,Mz_L1
         0.14, -0.00183243886568, 0.194156765938, 0.135262936354, -143.082687378, -190.095687866, 5102.64648438, -2.64523792267, 6.89505434036
        0.141, -0.00184202962555, 0.194154456258, 0.135228991508, -143.943817139, -190.495635986, 5102.88330078, -2.64137530327, 6.91164588928
        0.142, -0.00185157335363, 0.194152399898, 0.135195806623, -144.802337646, -190.890670776, 5103.12304688, -2.63757395744, 6.92803239822
        0.143, -0.00186107109766, 0.194150611758, 0.135163396597, -145.658187866, -191.280838013, 5103.36621094, -2.63383388519, 6.94421672821
        0.144, -0.00187052390538, 0.194149106741, 0.135131761432, -146.511276245, -191.666213989, 5103.61230469, -2.63015413284, 6.96020126343
        0.145, -0.00187993305735, 0.194147855043, 0.135100916028, -147.361602783, -192.046890259, 5103.86083984, -2.62653470039,  6.9759888649
        0.146, -0.00188929936849, 0.194146871567, 0.135070845485, -148.209121704, -192.422897339, 5104.11279297, -2.62297487259, 6.99158239365
        0.147, -0.0018986237701, 0.194146156311, 0.135041549802, -149.053833008, -192.794342041, 5104.36767578, -2.61947417259, 7.00698518753
        0.148, -0.00190790672787, 0.194145709276, 0.135013058782, -149.895736694, -193.161270142,      5104.625, -2.61603236198, 7.02220010757
        0.149, -0.00191714870743, 0.194145530462, 0.134985342622, -150.734863281, -193.523757935, 5104.88525391, -2.61264848709, 7.03722953796
         0.15, -0.00192634970881, 0.194145590067, 0.134958416224, -151.57119751, -193.881881714,  5105.1484375, -2.60932254791, 7.05207633972
        0.151, -0.00193550926633, 0.194145917892, 0.134932294488, -152.404754639, -194.235717773, 5105.41455078, -2.60605382919, 7.06674385071
        0.152, -0.00194462703075, 0.194146469235, 0.134906962514, -153.235519409, -194.58531189, 5105.68261719, -2.6028418541, 7.08123397827
        0.153, -0.00195370195433, 0.194147258997, 0.134882435203, -154.063476562, -194.930725098, 5105.95410156, -2.59968614578, 7.09554958344
        0.154, -0.00196273298934, 0.194148272276, 0.134858697653, -154.88861084, -195.272033691, 5106.22753906, -2.59658670425, 7.10969352722
        0.155, -0.00197171908803, 0.194149509072, 0.134835764766, -155.710861206, -195.609283447, 5106.50390625, -2.59354257584, 7.12366724014
        0.156, -0.00198065885343, 0.194150939584, 0.13481362164, -156.530181885, -195.942520142, 5106.78222656, -2.59055352211, 7.13747406006
