Time,Kappa_L1,Alpha_L1,Gamma_L1,Fx_L1,Fy_L1,Fz_L1,Mx_L1,My_L1,Mz_L1
        2.575, 0.0299999993294,            -4,             0, 951.278503418, 2831.23242188,          4000, -27.135471344, -10.5557031631, -34.9304466248
          2.6, 0.0399999991059,            -4,             0,  1239.4342041, 2788.46679688,          4000, -26.8863239288, -10.5662918091, -29.1835842133
        2.625, 0.0500000007451,            -4,             0,  1509.3807373, 2739.76464844,          4000, -26.6026058197, -10.5746564865, -23.158575058
         2.65, 0.0599999986589,            -4,             0, 1759.10498047, 2686.32763672,          4000, -26.2913188934, -10.5807943344, -17.0928211212
        2.675, 0.070000000298,            -4,             0,  1987.6451416, 2629.32763672,          4000, -25.9592933655, -10.5847043991, -11.1881961823
          2.7, 0.0799999982119,            -4,             0, 2194.92382812, 2569.84155273,          4000, -25.6128005981, -10.5863857269, -5.59989213943
        2.725, 0.0900000035763,            -4,             0, 2381.54125977, 2508.81225586,          4000, -25.2573337555, -10.5864458084, -0.433925449848
         2.75, 0.10000000149,            -4,             0, 2548.56567383, 2447.03808594,          4000, -24.8975448608, -10.5864305496, 4.24873447418
        2.775, 0.109999999404,            -4,             0,  2697.3515625, 2385.17407227,          4000, -24.5372447968, -10.5864152908, 8.42419147491
          2.8, 0.119999997318,            -4,             0, 2829.39379883, 2323.74389648,          4000, -24.179485321, -10.5863990784, 12.0963363647
        2.825, 0.129999995232,            -4,             0, 2946.22021484, 2263.15527344,          4000, -23.8266372681, -10.5863828659, 15.2880420685
         2.85, 0.140000000596,            -4,             0, 3049.32177734, 2203.71728516,          4000, -23.4805049896, -10.5863676071, 18.0337810516
        2.875, 0.15000000596,            -4,             0, 3140.10644531, 2145.65722656,          4000, -23.1424045563, -10.5863513947, 20.3739643097
          2.9, 0.159999996424,            -4,             0, 3219.87597656, 2089.13452148,          4000, -22.8132686615, -10.5863342285, 22.3509426117
        2.925, 0.170000001788,            -4,             0, 3289.81713867, 2034.25549316,          4000, -22.4937114716, -10.5863180161, 24.0063419342
         2.95, 0.180000007153,            -4,             0, 3351.00024414, 1981.08312988,          4000, -22.1840991974, -10.5863008499, 25.3794631958
        2.975, 0.189999997616,            -4,             0, 3404.38500977,  1929.6472168,          4000, -21.8846054077, -10.5862846375, 26.5064144135
            3, 0.20000000298,            -4,             0, 3450.82763672, 1879.95214844,          4000, -21.5952529907, -10.5862674713, 27.4197406769
        3.025, 0.209999993443,            -4,             0, 3491.09082031, 1831.98254395,          4000, -21.3159542084, -10.5862503052,  28.148393631
         3.05, 0.219999998808,            -4,             0, 3525.85229492,  1785.7088623,          4000, -21.0465354919, -10.586233139, 28.7178668976
        3.075, 0.230000004172,            -4,             0, 3555.71533203, 1741.09106445,          4000, -20.7867603302, -10.5862150192, 29.1504688263
          3.1, 0.239999994636,            -4,             0, 3581.21533203, 1698.08178711,          4000, -20.5363559723, -10.5861978531, 29.4656124115
        3.125,          0.25,            -4,             0, 3602.82910156, 1656.62866211,          4000, -20.2950134277, -10.5861797333, 29.6801357269
         3.15, 0.259999990463,            -4,             0, 3620.98071289, 1616.67626953,          4000, -20.062412262, -10.5861616135, 29.8086090088
        3.175, 0.270000010729,            -4,             0, 3636.04760742, 1578.16784668,          4000, -19.8382205963, -10.5861434937, 29.8636169434
          3.2, 0.280000001192,            -4,             0, 3648.36669922, 1541.04577637,          4000, -19.6221008301, -10.5861253738, 29.8560180664
        3.225, 0.289999991655,            -4,             0, 3658.23828125, 1505.25292969,          4000, -19.4137229919, -10.586107254, 29.7951812744
         3.25, 0.300000011921,            -4,             0, 3665.93017578,  1470.7331543,          4000, -19.2127590179, -10.5860881805, 29.6891765594
        3.275, 0.310000002384,            -4,             0, 3671.68164062, 1437.43151855,          4000, -19.0188865662, -10.5860691071, 29.5449676514
          3.3, 0.319999992847,            -4,             0, 3675.70654297, 1405.29467773,          4000, -18.8317966461, -10.5860500336, 29.3685512543
        3.325, 0.330000013113,            -4,             0, 3678.19628906,  1374.2713623,          4000, -18.6511917114, -10.5860309601, 29.1651039124
         3.35, 0.340000003576,            -4,             0, 3679.32177734, 1344.31213379,          4000, -18.4767818451, -10.5860118866, 28.9390830994
        3.375, 0.34999999404,            -4,             0, 3679.23608398, 1315.36975098,          4000, -18.3082923889, -10.5859928131, 28.6943397522
          3.4, 0.360000014305,            -4,             0, 3678.07617188, 1287.39868164,          4000, -18.1454582214, -10.5859727859, 28.4341907501
        3.425, 0.370000004768,            -4,             0, 3675.96459961, 1260.35595703,          4000, -17.9880275726, -10.5859527588, 28.1614990234
         3.45, 0.379999995232,            -4,             0, 3673.01171875, 1234.20031738,          4000, -17.8357620239, -10.5859327316, 27.8787326813
        3.475, 0.389999985695,            -4,             0, 3669.31591797, 1208.89257812,          4000, -17.6884346008, -10.5859127045, 27.5880222321
          3.5, 0.40000000596,            -4,             0, 3664.96508789, 1184.39550781,          4000, -17.5458240509, -10.5858926773, 27.2912063599
        3.525, 0.409999996424,            -4,             0, 3660.03881836, 1160.67358398,          4000, -17.4077281952, -10.5858726501,  26.989862442
         3.55, 0.419999986887,            -4,             0, 3654.60766602, 1137.69335938,          4000, -17.2739486694, -10.5858516693, 26.6853561401
        3.575, 0.430000007153,            -4,             0, 3648.73535156, 1115.42260742,          4000, -17.1443004608, -10.5858306885, 26.3788585663
          3.6, 0.439999997616,            -4,             0, 3642.47900391, 1093.83129883,          4000, -17.0186061859, -10.5858097076, 26.0713748932
        3.625, 0.449999988079,            -4,             0, 3635.88964844, 1072.89050293,          4000, -16.8966999054, -10.5857887268, 25.7637710571
         3.65, 0.460000008345,            -4,             0, 3629.01318359, 1052.57287598,          4000, -16.7784194946, -10.585767746,  25.456785202
        3.675, 0.469999998808,            -4,             0, 3621.89086914, 1032.85253906,          4000, -16.6636180878, -10.5857458115, 25.1510486603
          3.7, 0.479999989271,            -4,             0, 3614.55908203, 1013.70483398,          4000, -16.552148819, -10.5857248306, 24.8470993042
        3.725, 0.490000009537,            -4,             0, 3607.05126953, 995.106384277,          4000, -16.4438762665, -10.5857028961, 24.5453948975
         3.75,           0.5,            -4,             0, 3599.39672852, 977.034973145,          4000, -16.3386726379, -10.5856809616, 24.2463169098
        3.775, 0.509999990463,            -4,             0, 3591.62231445, 959.469421387,          4000, -16.2364120483, -10.5856590271, 23.9501895905
